,Text, predicted sentiment
172,"8. #Missouri: 131,105 cases &amp; 2,169 deaths. 7.5% increase within 7 days. #Montana: 14,356 cases &amp; 186 deaths. 20.6% within 7 days.&lt;&lt;&lt; Very disturbing. #Nebraska: 46,977 cases &amp; 493 deaths. 8.8% increase within 7 days. #covid19 #pandemic.",0
173,"Its almost #InternationalGirlChildDay, and what better way to celebrate than by hearing how #nonprofit leaders are continuing the fight for #genderequality in the face of #COVID19? Join us at 6 p.m. ET on October 8   ",0
174,"This was a staged photo op apparently, just like the video with the terrible edit. Something's funny here, on top of the apparent blank page he's signing.   #signing #trump #covid19 #hospital #election ",1
175,Republic of #Korea continues to support #Bangladesh in face of #Covid19 and LDC graduation   ,0
176,@IndianDiplomacy @hci_pretoria Happy #IndependenceDay to #Lesotho. May god bless the #people and the country.  Best wishes.  We look forward for more friendly relationship with you.   #India #BREAKING #COVID19 #Indians #Twitterversary #Health #healthcare #Trending,1
177,"@JuddPDeere45 @DamianRanger1 @realDonaldTrump Well, what magic wand does he have? Dude keeps working hard and WINNING even when battling with a very notorious #COVID19 plague. Seems like he's going to come back stronger than ever before. We're all with him! ",0
178,"Doctors said #Trump is receiving ""state of the art"" &amp; ""beyond"" ""multidisciplinary care"". He has been given ""experimental drugs"". Not many US patients are receiving similar care. So please don't take the disease lightheartedly. #Covid19 #coronavirus  ",0
179,"On Monday's Money Talk; Global markets are expected to experience volatile trading when they reopen on Monday morning in Asia, following the news that President Trump was taken to hospital after testing positive for #COVID19. 1/17",0
180,"High courts order may impact campaigning for MP bypolls, details here via @htTweets  #HIGHCOURT #byelection #MadhyaPradesh #gwalior #Bhopal #Indore #bjp #Congress #ShivrajSinghChouhan #KamalNath #COVID__19 #COVID19 #coronavirus #CovidVaccine",0
181,"Usually I'll be working at a Haunted House attraction but due to our California Governor Dictator Gavin Newsom and #covid19 I won't be working until further notice.... @ Littlerock, California ",1
182,@LesliBoldt Did he ask her about all those who died in BC aged care facilities and why tests for #COVID19 had been so low until recently. If New Zealand that has a similar population to BC can test so many more people and save lives why couldn't BC? #bcpoli,0
183,"Imagine 500,000 fans going to #NFL games tomorrow. Thanks #COVID19",0
184,Its my Birthday Show Some Love &amp; Subscribe to my Channel   Dominique Caprice   Thats all I want &amp; a Spa Day    I havent been anywhere since COVID Started  #LIBRASZN #inktober2020 #COVID19 ,1
185,Reality Bursts the Trumpworld Bubble  #COVID19 #Coronavirus #TrumpCovid19 #Pandemic #CovidKarma,0
186,CAN THE VIRUS  TRAVEL MORE  THAN 6 FEET? #COVID19 #MaskUpWV  ,0
187,Spains Capital Resumes Partial Lockdown as Nations Worldwide Struggle to Stop Coronavirus #COVID19 ,0
188,Delighted that @PIIndiaOrg could collaborate with Dr.@ShashiTharoor @Cisco @miniya @Anantuniv @Habitat_org @Samhitadotorg @ghanshyamtiwari to complete our 7th #COVID19 recovery center - phase 1 of a 100 bed project. @NewIndianXpress @HayoCyn  ,0
189,Hey #Kentucky - your man thinks its too dangerous to talk #COVID19 Stimulus packages but not squeeze in a #SupremeCourtJustice How do you feel about that? Makes me feel like he really doesnt care. #vote ,1
190,Why are they creating confusion? Do they want to show him a fighter who came out victorious against #ChinaVirus #COVID19? White House sends mixed message on Trumps Covid prognosis -  via @FT,1
191,Berlin #COVID19de update per 2020-10-03 02:23am  - overall 15.37 confirmed cases  - daily increase of 339 new infections  - so far 13.06 recovered  - still active 2.079 - current number of deaths 231  #COVID19 #WearAMask #BetterTimesAhead ,0
192,@dvillella @realDonaldTrump In France Dems are nazie with The Lockdown its fucking crazy. They are nothing you can do. Trump did it well like sweden and its The best way to fight it... #COVID19 #COVID19,1
193,"#Mahrashtra govt has released a list of #Covid19 safety guidelines for the reopening of hotels, restaurants, etc from October 5. The guidelines include temperature checks, use of masks, #socialdistancing. The guidelines also ask restaurants to avoid serving raw food like salads. ",0
194,"I'm not a doctor, but I think I just had a Eureka moment about face masks. You know doctors &amp; scientists say that wearing a mask can significantly reduce your risk of #COVID19 infection? Well, I presume it might also keep you from catching the Flu... so, it's a Twofer this fall.",0
195,"@MorningLiveSABC Not at all. The numbers are NOT accurate as #Covid19 test kits hv been proven to be wrong. In Tanzania goats &amp; fruit (paws paws) tested ""positive"" Besides the recovery rate is 98% so its clearly not deadly. #FakePandemic #MediaVirus @EFFSouthAfrica #SkeemSaam @AdvoBarryRoux @eNCA ",0
196,"#COVID19 in Odisha 03 Oct 2020  Total Tests Done : 34,40,835 Total Cases : 232713 Active Cases : 33574 Recovered : 198194 Deceased :  892 Non COVID deaths : 53  45570 tests, 3326 new cases, 4066 recovered and 17 deaths in last 24 hours  #CoronaUpdatesOdisha",0
197," The type of leadership skills needed in #Ethiopia to deal with ethnic violence, economic hardship, youth unemployment, #COVID19, #GERD, #TPLF, GBV, corruption, crime,     ,   !    ? ",0
198,"@JoeBiden If you do become the next @POTUS , please don't forget that #WuhanVirus (aka #COVID19 ) is spread negligently, or even intentionally by #China.  #China must be made to be responsible and apologise, and compensate all affected around the world",0
199,Trump is in hospital with the hoax (his own description in January! Which he now calls the plague #isntitironic #COVID19 #fucktrump,0
200,#virus Links to CORONAVIRUS IN LATE SUMMER #coronavirus #covid19 ,1
201,You would think the events of the past few days would convince @senatemajldr &amp; the Senate to take the need for a #COVID19 #stimulus package more seriously But apparently not. I lament that Mitch McConnell is a United States Senator &amp; I'm ashamed he holds a position of leadership. ,0
202,Yea...b/c the words positive and negative are so drastically different. Id figure a US senator could make the distinction. Who the hell did he fuck to get his job?! Oh yea...it was us! #RickScott #COVID19  ,0
203,"With physical interactions limited by #COVID19, companies are increasingly turning to virtual and augmented reality tech as part of their #digital transformation efforts:  ",0
204,More mass rallies scheduled for coming Saturday  #SouthKorea #Gwanghwamun #COVID19 #MassRallies #HangeulDay ,0
205,There was one clear takeaway from todays POTUS #COVID19 update:  The nations best medical professionals and the President himself chose an experimental medicine with very limited data for treatment over hydroxychloroquine.,0
206,IT SHOULD BE U BEAT A RANKED TEAM U TAKE THEIR RANK!!  #COVID19 #CollegeFootball,0
207,#China rolls out experimental Covid vaccine as it eyes global market  via @FinancialTimes #COVID19 #coronavirus,1
208,"With spike of 75,829 new cases, India's #COVID19 count crosses 65-lakhs.     ",1
209,"The #COVID19 impact on the #USElections2020 is still uncertain, poll experts tell select group of journalists as part of Virtual Election Reporting tour organised by @ForeignPressCtr and @MeridianIntl... @USAndHyderabad    ",1
210,@RepMaxineWaters @realDonaldTrump #Russia as a #Superpower  prolific #Leadership from #USSR has not been underwriting process of the security council #CIA #USA but only enabling what #TrumpCard  player is drafting up for the political parties agenda for the next #COVID19 pandemic recovery mode:. #UnitedNations,0
211,Clippers jockeying for long-term stability   | Brendan Pawliw  |    | Dan Marshall  #BCHLNetwork #BCHL #CoastalConference #COVID19 #Editorial ,1
212,@IvankaTrump What person boasts about their dad working when hes suffering from a deadly virus? There is something wrong with you. #COVID19 You MOCKED wearing a mask at the debate; did a photo op in one. And why isnt your dad wearing a mask in the hospital if he has Covid? Beyond disturbing,0
213,Is this valid concern really not been addressed yet? @fordnation @JustinTrudeau   The virus spreads person-to-person.   Quarantine &amp; isolation of *contacts* to confirmed a #COVID19 case is the only way to stop  onward transmissions (ie. to break the chains  of transmission) ,0
214,@LindseyGrahamSC They do &amp; its not #Lindsey. @harrisonjaime is the best choice. Lindsey &amp; GOP follow Trump &amp; a failed #Covid19 operating plan.  @RVAT2020 @ProjectLincoln @DefendDemocracy Use Lindseys words against him-vote better.  @postandcourier,1
215,Whether #Trump is lying or not about having #COVID19 really doesn't matter.  He's decided that he is sick.  Protocols have been put into place for just this kind of situation.  The point is to create confusion.  ,0
216,#TheSocialDilemma #Cult45  The problem is that Trump &amp; his team targeted themselves (and the USA) for #COVID19  ,0
217,@robreiner @DebraMessing He had #COVID19 the night of the debate! So much for transparency! A criminal act! The world watched! Eyii Yii!,0
218,So the Trump cult is already giving him a pass and blaming China and the WHO! This is ridiculous. These people are beyond reach or help. What will happen when Trump loses or dies? Theyre not all there mentally.  #COVID19 #CovidCaughtTrump,1
219,"While cases surge in Toronto,  testing backlogs are growing and the city has suspended direct contact tracing due to limited resources. If you don't already have the Covid Alert app on your phone, now it's a good time to do so.  #COVID19 #Toronto #covidalert #covidapp",1
220,"Alright who was using Trump Phone!? I mean really . A month away from election, and he just NOW talking about checks to us!!  and in ALL CAPS  #TrumpHasCovid #TrumpHasCovid #COVID19  #SundayThoughts ",0
221,"(1/2)  #COVID19 Updates: The Department of Health - Center for Health Development Bicol (DOH-CHD Bicol) recorded one new COVID-19 case in Naga City today, October 4, 2020.   The patient, an 89-year-old nun from Triangulo, is currently symptomatic. ",1
222,@gopiharan A box of disposable masks at the onset of #COVID19 cost around AED 50-60 for 50 nos. Now it is AED 6-7 The forces of supply &amp; demand at work #UAE is very strictly enforcing regulations Cases are on the rise but testing is highest rate in the world,0
223,Not ONE #Democrat has  been tested positive for #COVID19. How is that possible? Suspicious at best...,0
224,#Covid19 #Covid19vic #Melbournelockdown so angry that my kid will still be doing remote learning. Kids need to go back to school now! ,0
225,"#COVID19 is the primary factor determining whether or not #DonaldTrump will be re-elected. If he recovers successfully, he could argue that the #Democrats want to lock down the U.S. for political reasons. They wouldn't have enough time to counter it. More:  ",0
226,"75,829 new corona cases in India, tally crosses 65L #CoronavirusinIndia #Coronavirus #Covid19 ",1
227,"Hello friend, is it like design? i,m a professional graphics designer, I have experience postcard,flyer,door hanger,business card etc, if you work with me,just contact below:   #design #Message_To_KanganaRanaut #COVID19 @M_Branson85 @brianstelter @JBLaudio ",0
228,"#India's #COVID19 tally crosses 65-lakh mark with a spike of 75,829 new cases &amp; 940 deaths reported in last 24 hours.  Total case tally stands at 65,49,374 including 9,37,625 active cases, 55,09,967 cured/discharged/migrated cases &amp; 1,01,782 deaths: Union Health Ministry (ANI)",1
229,"#SD29 #Coronavirus Update for Saturday, October 3rd: a total of 108 new reported confirmed cases of #COVID19 across the 16 cities of #Californias 29th Senate District.  Thats up from yesterdays total of 92 reported confirmed new cases (and yesterday was up from the day before) ",0
230,#Odisha reports 3326 new #COVID19 cases.  #Khordha recorded highest  638 fresh cases followed by #Cuttack (268) and #Jajpur (148).   ,0
231,Fact: @TheBoysTV is EXACTLY the kind of EPIC show 2020 deserves!!  #Covid19 #CHOP #Firenadoes #Megxit #MurderHornets #NotoriousRBG  (R.I.P.)#Democrats #BringOnThatFinale!!! ,0
232,"David Lammy refuses to accept that the British public are to blame for a rise in Covid-19 cases, and insists it is the useless lump of lards fault.  Hes right. #torybrexit #COVID19 catastrophe    ",1
